iter	Logloss
0	0.5546570096
1	0.4548230517
2	0.3808336785
3	0.2948501546
4	0.2633582826
5	0.2428122929
6	0.2243333249
7	0.197300759
8	0.1823620063
9	0.1712771507
10	0.1627449603
11	0.1572671057
12	0.1507925142
13	0.1463476547
14	0.1400180783
15	0.1366888485
16	0.1348182443
17	0.1321160722
18	0.1303496388
19	0.1294051687
20	0.1267093458
21	0.1251886852
22	0.1235040763
23	0.1220782701
24	0.1202153704
25	0.1184271334
26	0.1175039461
27	0.11598801
28	0.1150817553
29	0.1144311372
30	0.1139645861
31	0.112993098
32	0.1121375502
33	0.1114368349
34	0.1108441417
35	0.1098824902
36	0.1096054812
37	0.1082313306
38	0.1078093191
39	0.1074601325
40	0.1066937078
41	0.1059706161
42	0.1057555493
43	0.1053222715
44	0.1049739789
45	0.1045459719
46	0.1042093444
47	0.1040131241
48	0.1033347964
49	0.1030095929
50	0.1025184145
51	0.1024638114
52	0.1022649076
53	0.1019254654
54	0.1016114672
55	0.1015032383
56	0.10112238
57	0.1008680987
58	0.1001967373
59	0.09995469316
60	0.09987130026
61	0.09985314474
62	0.09933353798
63	0.09901297906
64	0.09858041763
65	0.09833515107
66	0.09826165792
67	0.09821572392
68	0.09816794712
69	0.0977950017
70	0.09753931583
71	0.09751892672
72	0.09747637153
73	0.09713170319
74	0.09685037676
75	0.0968093607
76	0.09635523879
77	0.09623093387
78	0.09566149128
79	0.09536135869
80	0.09512847584
81	0.09508239723
82	0.09480757979
83	0.0942157049
84	0.09414924523
85	0.09358684532
86	0.09343112812
87	0.09341495441
88	0.09332808512
89	0.09322614301
90	0.09321214492
91	0.09276961676
92	0.0923002147
93	0.09205937965
94	0.0919498982
95	0.09147623186
96	0.09094788309
97	0.09091280059
98	0.09055587925
99	0.09014780755
100	0.09012044523
101	0.08982024951
102	0.08962198838
103	0.08959971934
104	0.08952239903
105	0.08917464076
106	0.08889124705
107	0.08871642784
108	0.08826685382
109	0.08823621649
110	0.08784932486
111	0.08758906748
112	0.08714944438
113	0.08700012221
114	0.08671427203
115	0.08667608634
116	0.08662930631
117	0.08650070209
118	0.08609920663
119	0.08552554111
120	0.08550297621
121	0.08521359921
122	0.08497256846
123	0.08459587286
124	0.08438764859
125	0.08398020814
126	0.08354044581
127	0.08313216769
128	0.0827968698
129	0.08277860956
130	0.08276460118
131	0.08249847517
132	0.08220199084
133	0.08205447079
134	0.08204391406
135	0.0820260705
136	0.08170406659
137	0.0816048778
138	0.0813589061
139	0.08130112645
140	0.08128085517
141	0.08119453815
142	0.08101596793
143	0.08063714298
144	0.08041950127
145	0.08000165662
146	0.07996875495
147	0.07976485138
148	0.07864318535
149	0.07854845141
150	0.07833832156
151	0.077973681
152	0.07795960785
153	0.0779445674
154	0.07778555765
155	0.07723712594
156	0.07700670843
157	0.07699681885
158	0.07698535682
159	0.07671095993
160	0.07669797613
161	0.07647894419
162	0.07635325545
163	0.07624874899
164	0.07607184159
165	0.0756605433
166	0.07565275997
167	0.07531807367
168	0.0750301721
169	0.07495301259
170	0.07476696351
171	0.0745823575
172	0.07434857311
173	0.07398449495
174	0.0736974692
175	0.07363441267
176	0.07361791468
177	0.07352511679
178	0.07333966571
179	0.07324690101
180	0.07300851464
181	0.07272326434
182	0.07250923754
183	0.07226098265
184	0.07223215916
185	0.07222503175
186	0.07219328235
187	0.07173300372
188	0.0714632644
189	0.07127465862
190	0.07108893406
191	0.07095727751
192	0.07095055913
193	0.07059200987
194	0.07046029414
195	0.07027858994
196	0.07009211385
197	0.06980070477
198	0.06950710353
199	0.06910624938
200	0.06899086056
201	0.06898293212
202	0.06872651078
203	0.0686819639
204	0.06848963818
205	0.06848223754
206	0.06845389309
207	0.06827480258
208	0.06826593843
209	0.06799507803
210	0.06761245459
211	0.06747174733
212	0.06742694694
213	0.06717105158
214	0.0670697193
215	0.06706288136
216	0.06691436377
217	0.0669079447
218	0.06642695383
219	0.06620756485
220	0.06612576374
221	0.06611242979
222	0.06588235679
223	0.06572714212
224	0.06572138697
225	0.06566460529
226	0.06565953974
227	0.06545357352
228	0.06527957831
229	0.06517245915
230	0.06485180914
231	0.06456422336
232	0.06439312749
233	0.06418590342
234	0.06402978403
235	0.06388999497
236	0.06380940545
237	0.06363987026
238	0.0633088697
239	0.06305246372
240	0.06295512295
241	0.0629500599
242	0.06294247436
243	0.06286494943
244	0.06257354152
245	0.0623741852
246	0.06218902037
247	0.06218379763
248	0.06205999551
249	0.0619148597
250	0.06182975706
251	0.0615854484
252	0.06148679578
253	0.06115099835
254	0.06087079404
255	0.0608345806
256	0.06082740741
257	0.06066244544
258	0.06050176762
259	0.06049679777
260	0.06047578915
261	0.06044531418
262	0.06044089863
263	0.06043642315
264	0.06029847765
265	0.06027076313
266	0.06007683492
267	0.05986202191
268	0.05963535617
269	0.05958846169
270	0.0595814896
271	0.05919741106
272	0.05915410646
273	0.05901428855
274	0.05889727668
275	0.0586755912
276	0.05860173379
277	0.05839808175
278	0.05818855031
279	0.05784754715
280	0.05784361757
281	0.05773598247
282	0.05761847982
283	0.05761449867
284	0.05760869724
285	0.05737817316
286	0.05721392186
287	0.0571972369
288	0.05707873167
289	0.05691421815
290	0.05682515023
291	0.05669080203
292	0.05660021014
293	0.05640935949
294	0.05633353306
295	0.05613648772
296	0.05611719287
297	0.05611327989
298	0.05593788381
299	0.05589453525
300	0.0556502279
301	0.05541954506
302	0.05537799428
303	0.05521463871
304	0.05518303076
305	0.0551789278
306	0.05512001672
307	0.05496387998
308	0.0548295722
309	0.05482449626
310	0.05459392063
311	0.05450511944
312	0.0542884825
313	0.05423050219
314	0.0541234743
315	0.05411762031
316	0.05392580275
317	0.05382741807
318	0.05353256966
319	0.05339109422
320	0.05335647375
321	0.05335271512
322	0.05315244285
323	0.05301809888
324	0.05294544944
325	0.05289554903
326	0.05274337144
327	0.0526404566
328	0.05242882842
329	0.05242231766
330	0.05228670732
331	0.0520746609
332	0.05196713126
333	0.05196361344
334	0.05194311999
335	0.05170811112
336	0.05143596702
337	0.05118949921
338	0.05102609385
339	0.05102249697
340	0.05087181635
341	0.05072500038
342	0.05066918298
343	0.05055628963
344	0.0504802148
345	0.05032690813
346	0.0500518928
347	0.04990520708
348	0.04985553858
349	0.04979216188
350	0.04958364432
351	0.04953334678
352	0.04945104093
353	0.04939485277
354	0.04921967838
355	0.04899940772
356	0.04891304886
357	0.04876773496
358	0.04874068492
359	0.04862026603
360	0.0485747925
361	0.04844745556
362	0.04815440065
363	0.04794559145
364	0.04794194939
365	0.04779043184
366	0.04770356762
367	0.04752736603
368	0.04742220586
369	0.04734261951
370	0.04733532199
371	0.04729210067
372	0.04713935645
373	0.04699392766
374	0.04694270521
375	0.0468541429
376	0.04676224056
377	0.04669621708
378	0.04669356898
379	0.04661702967
380	0.0464698288
381	0.04632891871
382	0.04622769721
383	0.04606468208
384	0.04601296923
385	0.04582306514
386	0.04573352353
387	0.04555242042
388	0.04544415672
389	0.04538401171
390	0.04528962852
391	0.04527208211
392	0.04514136483
393	0.0450413444
394	0.04487867614
395	0.04470824935
396	0.04454468841
397	0.04446311729
398	0.04426365345
399	0.04416420435
400	0.04415578432
401	0.04393970024
402	0.04393505381
403	0.04393257166
404	0.04383666364
405	0.0438114122
406	0.04380920452
407	0.04372425392
408	0.04359422366
409	0.04352447642
410	0.04340413729
411	0.04336820784
412	0.0432012117
413	0.04314385354
414	0.04311025785
415	0.04310669045
416	0.04310402717
417	0.04288117642
418	0.04283796604
